"BsmtFin SF 1","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Gr Liv Area","SalePrice","Prediction (SalePrice)LR","Prediction (SalePrice)PR"
643,365,1008,1008,0,1008,134500,142071.13135665015,136361.93996912966
384,0,384,1360,0,1360,130000,128924.40558443536,105323.52410465735
150,1040,1190,1040,500,1540,115000,187213.5606148964,177376.42901286721
377,551,928,928,0,928,132000,124126.19134664156,119997.1472494617
0,925,925,1000,544,1544,138000,168048.99007219178,153418.349708874
1030,55,1151,845,436,1281,128500,182400.90177089686,186281.67808483445
196,844,1040,1168,678,1846,143000,205589.91509022203,188956.79041157817
625,545,1170,1170,0,1170,140000,165462.0434840317,157608.34294120182
110,312,864,864,0,864,125500,104873.80003096117,109580.23591862846
0,967,967,967,0,967,99900,121089.1688434313,117114.34366265284
130,550,680,680,494,1174,135000,124278.21462249848,122412.45309324909
196,322,728,914,728,1642,145000,167319.8732451745,158059.98044629185
0,662,662,1422,915,2337,90000,220565.86299520856,200304.64036239256
370,779,1149,1149,467,1616,152000,196476.32538005032,180517.3945797426
0,718,718,1576,978,2554,159500,242690.32264789563,219940.55691387458
324,588,912,912,336,1248,87000,149344.30054181092,136735.7539745623
317,212,756,916,144,1060,136500,121794.93778528756,112052.5138685863
375,360,735,869,349,1218,131000,137244.34852575895,124068.64552589333
52,809,861,861,548,1409,126000,153694.9832996256,143604.23334979
48,624,672,899,423,1322,132000,134782.67364412747,121690.14121584447
0,764,764,1060,764,1824,180500,182398.88495288684,167921.1912248508
0,698,698,698,698,1396,153575,141387.1438926895,141170.90135531104
224,816,1040,1226,592,1818,169500,203895.91686138057,183864.82408553187
0,637,637,1108,0,1108,139400,113409.07892371889,99736.13593518065
354,224,976,976,976,1952,212300,211036.32836248068,212588.01084290387
0,771,771,866,504,1484,50000,139370.95135746035,129586.7322282417
485,187,672,778,504,1282,108500,141403.76710652845,131124.40140993163
513,348,1005,1005,0,1005,115400,137421.93385667025,132467.26385097808
903,126,1029,1029,0,1029,118500,151205.11867901077,147539.9892630628
249,30,1040,1040,0,1040,123000,131350.13054806343,129289.47329985848
748,20,768,868,0,868,119900,117906.81233309233,113277.00878951537
492,402,894,894,0,894,129000,121803.99895124919,119042.16307685719
216,261,912,912,0,912,129000,114451.61631626773,115815.9758262456
258,422,680,798,504,1302,165250,138339.58859456977,128798.20229239318
190,95,1158,1176,0,1176,137000,147959.3449623278,146631.66507691343
1219,424,1643,1824,0,1824,302000,264483.5340804643,278397.0257888287
587,486,1073,1630,0,1630,130000,198596.23803824128,174955.23690304992
491,497,988,988,638,1626,154000,190286.53711953253,177578.55782063428
0,0,0,943,0,943,80000,60695.01619444127,86957.99969569067
1440,0,1440,1440,0,1440,150000,224101.4640412342,244695.33697266722
1080,0,1080,1080,400,1480,136500,197106.34753902393,188372.58302848932
0,0,0,1340,0,1340,120000,95102.46279315412,104435.02202770924
0,1105,1105,1105,717,1822,228500,202833.77237619407,192709.65748125396
700,0,700,1122,1121,2243,225000,230797.3628764415,223679.8938321229
0,1643,1643,1651,0,1651,250000,221136.11272708475,229104.82818991976
925,349,1274,1274,0,1274,203000,187725.16470517335,185247.3481147969
1065,92,1157,1180,882,2062,277000,251385.52542463396,252306.4566761494
51,0,966,1743,0,1743,279000,181943.46638418405,160992.6272225257
550,472,1022,1022,0,1022,139500,141965.584821166,135415.61628271086
334,322,1200,1200,0,1200,177500,158627.8360693215,155813.25162195798
841,144,985,985,857,1842,217500,216759.586051827,212063.57230934507
0,840,840,840,828,1668,180000,173401.08093219038,170205.24013354542
138,276,882,882,0,882,112500,107956.71755539413,111654.09547027756
1412,261,1673,1673,0,1673,270000,257694.84465546132,285452.636320592
0,1459,1459,1459,0,1459,192000,193399.77336744347,192561.1288953112
654,325,979,992,940,1932,213000,219769.74079185122,216522.04246689595
1198,333,1531,1531,908,2439,275000,309682.28387722943,325213.82359514514
915,426,1341,1341,0,1341,246900,197339.74209832778,195493.06730093615
0,738,738,738,738,1476,179400,150694.917356821,149163.39081048692
698,420,1214,1214,0,1214,140000,172837.14759937915,166834.3112124134
520,440,960,960,0,960,94750,132155.47759043588,127105.43449638424
130,666,901,901,450,1351,122000,152123.75111521233,141414.91978054575
816,0,816,816,0,816,118500,117876.31163225698,118039.8603111732
751,392,1143,1113,0,1113,148000,161824.459834458,156892.85328025467
0,1125,1125,1125,0,1125,155000,144310.86704423197,137433.61448215644
4010,1085,5095,5095,0,5095,183850,821064.7464278312,131289.48061260046
552,342,894,894,0,894,110000,123199.58950828349,120485.82163161985
0,560,560,796,550,1346,112000,128871.90678015018,122873.15570032096
544,224,768,768,0,768,125000,104494.94131607417,107784.13476602483
319,971,1290,1422,0,1422,136500,187421.52377638523,174419.88026955343
113,538,651,759,539,1298,146500,132838.2693848166,126699.78929587023
246,285,531,567,531,1098,148500,111369.18168809763,117195.41273951181
0,585,585,851,585,1436,141500,138146.53976396783,129334.07490288018
364,554,918,918,728,1646,164000,184759.3836537929,175002.75035572032
365,75,440,694,0,694,90350,74138.1921375914,84807.46566083746
428,537,965,1940,1254,3194,359100,322747.19161534915,294803.63636707014
533,195,728,760,595,1355,140000,152137.89840216242,143716.46850091952
540,0,1560,1560,0,1560,201000,212414.13271687145,216093.8230646606
813,675,1488,1488,0,1488,215000,216572.2358445194,214619.7689716579
1219,816,2035,2515,0,2515,200624,348010.78200027096,367558.05401104473
548,311,859,942,886,1828,150909,201105.30443811335,194108.83362936263
0,961,961,1077,0,1077,67000,130260.89342569225,120482.42385580453
737,100,837,1001,0,1001,124900,133338.86782926007,122974.7781192833
1001,0,1001,1299,0,1299,183500,175196.59770650446,160292.86759414405
773,115,888,912,0,912,156000,129538.22523570087,125937.28635144126
336,748,1084,1080,0,1080,134000,145753.61592836576,137519.88755379786
224,98,852,918,0,918,148000,110758.01757871237,109740.24818895191
1102,328,1502,1502,0,1502,330000,224759.69936908523,232607.2033066901
0,1689,1689,1689,0,1689,231713,227203.51125468494,238006.83374692267
583,963,1546,1564,0,1564,267300,221306.92826323453,216476.01494026146
428,1048,1476,1484,0,1484,265900,206546.8722056572,199750.4988870699
215,970,1265,1240,0,1240,174000,167063.15035009198,159903.7790687707
902,254,1156,1187,530,1717,187500,217966.55711491374,207018.30126610064
250,1017,1267,1312,0,1312,180500,174896.04992997332,164285.43845506222
0,1491,1491,1491,0,1491,178000,198102.90211697272,198571.13495568064
206,914,1120,1120,0,1120,147000,148367.53075626917,139708.7723291209
16,0,920,936,0,936,140000,108504.27855967867,111830.76389493448
840,200,1040,1060,0,1060,129900,153089.82172639572,147645.9539331244
384,162,546,546,546,1092,93900,114949.38429400933,120285.07864018454
619,149,768,768,0,768,129500,106239.42951236706,109198.99637168169
1090,0,1090,1178,0,1178,135000,172146.88797555384,167520.59337688793
212,762,974,974,0,974,93500,127049.06489224543,121538.20686150817
0,1851,1851,1851,0,1851,192100,251013.1005491767,272633.1890893442
592,99,691,691,807,1498,187500,163471.81169480964,162013.87583296053
0,1074,1074,1074,990,2064,250000,221679.60314836385,221069.323765249
0,935,935,955,677,1632,176500,176152.91099172027,165593.4159969503
0,1191,1191,1204,0,1204,130000,155137.7622961392,147736.91669880616
495,354,1064,1064,703,1767,239000,205352.88510960096,195700.39784231244
0,1528,1528,1528,1862,3390,545224,363154.44537570525,415154.7769381195
1056,0,1056,1056,0,1056,145000,158732.13948186362,157058.97078701298
1191,523,1714,1714,0,1714,318000,258580.30314738592,275052.84778499446
213,995,1208,1621,0,1621,202500,197258.09841420437,177566.17639153366
850,138,988,1102,0,1102,169000,153826.68727029848,144390.11749681985
929,916,1845,1872,0,1872,241500,274079.7107432921,282374.8987670413
625,0,1686,1686,0,1686,207500,232572.53542103665,240398.28932214246
1005,42,1047,1083,0,1083,172000,159343.20327189585,155183.2803016494
548,127,675,1109,766,1875,184500,194196.41610874643,173969.27514974377
75,230,1096,1096,0,1096,138800,135286.6224861171,136929.41846060014
402,363,765,765,600,1365,125500,152184.0632524574,144709.04053446333
276,207,483,483,465,948,89000,96234.58994809145,109208.81673148162
373,462,943,1387,0,1387,145000,163830.24111448205,142203.35978286955
0,1721,1721,1740,0,1740,293000,233553.34399760346,246119.30065823754
1505,363,1868,1868,0,1868,415000,288517.70083630836,328348.48167149496
0,1030,1030,1038,1060,2098,275500,221906.65959024418,224525.28838510741
880,644,1524,1544,814,2358,329900,294932.3901966414,295762.79837598774
0,1085,1085,1120,850,1970,281000,214328.68690383015,206976.47602186294
1567,225,1792,1792,0,1792,374000,278789.88029844523,321247.0584376466
1410,438,1848,1848,880,2728,437154,358803.5359180541,389624.2418852098
472,1088,1560,1565,0,1565,282500,219656.01235463688,214909.3538050538
0,1368,1368,1368,0,1368,202665,180025.25098596967,176104.47019983392
1023,663,1686,1686,0,1686,332200,250557.41193185176,259052.9568240981
0,1405,1405,1405,0,1405,171750,185463.24360261287,182678.512996858
28,1288,1316,1316,0,1316,169990,173033.94236126734,167229.65298491545
0,728,728,728,728,1456,170440,148367.9739907881,147119.36499015664
0,879,879,879,984,1863,219210,192505.58295183702,194314.1608219563
0,1052,1052,1052,1321,2373,258000,246820.0395458077,264781.6209926663
0,738,738,738,754,1492,185101,152066.46236770897,150927.23447791545
453,767,1220,1364,0,1364,210250,181290.27212227217,167350.09365084363
1059,306,1365,1548,0,1548,225000,220076.86551263276,218561.1524971165
16,1232,1248,1248,0,1248,167240,162760.6756571108,156067.72582807238
16,1346,1362,1506,0,1506,213490,191995.85472457486,184075.86565328983
1182,358,1540,1540,1315,2855,405000,345521.55757062184,376284.94595267007
0,1100,1100,1116,848,1964,252000,214715.13138542173,207952.70530852574
1562,108,1670,1670,0,1670,336820,260742.90272777877,298357.05679304275
0,1616,1616,1616,0,1616,232000,216474.49879482132,223049.3414727541
0,1504,1504,1504,0,1504,199000,200013.54817146895,201044.0448130878
1836,200,2036,2036,604,2640,405749,372683.9588386644,439386.3092307453
0,858,858,858,858,1716,200825,178618.23774921554,175886.55009402608
905,357,1262,1262,0,1262,185000,185496.29457175508,182431.39852903737
0,1400,1400,1400,0,1400,186800,184728.37973549892,181780.53502396742
0,1131,1131,1131,0,1131,132000,145192.7036847687,138285.45958858586
941,217,1158,1158,0,1158,158000,171048.48047000563,167914.6733991517
0,891,891,891,795,1686,184000,178067.88079179614,172342.84429886774
0,941,941,941,896,1837,187000,194074.397344166,190783.23675352897
758,78,836,844,887,1731,248500,196195.0718198637,192642.5332507876
274,362,636,636,684,1320,150000,137447.92693307297,138754.3707571209
554,430,984,984,0,984,126000,136473.65880156896,130859.42940933074
712,312,1024,1024,0,1024,120875,146027.62487200423,140530.54165448435
644,268,912,912,0,912,124000,127985.00495067966,124809.18458959086
1012,326,1338,1352,1168,2520,310000,300491.1751439887,315869.7876993844
728,367,1095,1166,1129,2295,268000,259767.96691508358,263794.230007821
1456,168,1624,1624,0,1624,262000,251516.61183290317,280313.58382548316
0,1143,1143,1143,0,1143,176400,146956.37696584218,140005.8974762903
0,600,600,520,623,1223,149900,110569.45579530965,121885.26686195354
353,403,756,768,756,1524,166000,164134.1634343376,159551.99255364732
641,32,673,673,709,1382,165000,153565.32086975523,149922.65589632862
437,0,1494,1494,0,1494,270000,200013.8152795834,202341.61352622436
767,441,1208,1208,0,1208,165000,174349.90652574558,168320.64818802502
1009,44,1235,1235,0,1235,214000,182449.97738831295,180983.0443410025
297,1203,1568,2156,0,2156,262500,266729.78703971184,257926.5391039583
619,435,1054,1512,1142,2654,250000,285861.9009672194,276015.10413882433
0,1164,1164,1164,0,1164,140000,150042.80520772072,143069.78223627075
400,100,980,980,0,980,135500,128355.41981325476,125315.98578619675
760,216,976,976,0,976,157500,140089.40419333783,135814.4059966661
602,137,1141,1141,0,1141,158000,157358.12851438584,151927.53398595445
915,135,1050,1050,0,1050,136500,154570.6650322962,150938.26025516036
901,34,1187,1565,0,1565,185900,205068.16543082715,190523.16130610515
360,360,720,720,720,1440,157500,154879.96264016774,151601.9450306586
632,616,1248,1248,0,1248,151500,177088.73870932986,169250.52660933833
574,242,816,816,0,816,129800,112247.42971888519,112907.90068806754
486,522,1008,1008,0,1008,137000,138419.33606574367,131926.35211936667
756,1380,2136,2136,0,2136,137900,310484.78199330403,320838.741425851
0,704,704,1024,704,1728,137000,170517.27190623392,155670.46804235998
0,1584,1584,1584,0,1584,119000,211771.3700452921,216639.4780985449
623,556,1179,1364,0,1364,132000,182771.97553734,168683.85161705472
203,918,1121,1336,0,1336,162000,167078.47971650845,150634.03420260223
360,710,1070,1236,0,1236,134450,158987.90063253295,143956.3079478245
0,1367,1367,1375,0,1375,140000,180571.62726239502,176403.70980252203
658,350,1008,1008,0,1008,139500,142420.0289959087,136809.87786472097
741,143,884,884,0,884,142000,126125.9720287137,124064.68252382305
1018,1153,2171,1392,1248,2640,180000,361188.5549491206,404383.44057000766
0,784,784,900,412,1312,127000,139563.99656022427,126860.93101641018
0,1073,1073,1073,0,1073,108480,136668.28282624693,130289.59768416057
0,672,672,694,520,1214,105000,124214.12342465043,122464.18569037132
600,312,912,1085,649,1734,159000,197588.53958263056,179896.73586804682
701,434,1135,1207,0,1207,147000,168325.88590177725,158619.6051755235
1277,207,1484,1600,0,1600,207500,236830.4729480247,248909.31061903216
0,686,686,810,518,1328,107000,134940.49951177198,126634.72258195936
381,399,780,940,476,1416,156500,157137.70532141766,140585.3975062911
16,712,728,832,809,1641,178000,164697.1157383099,160429.51811785562
208,504,712,848,580,1428,139900,149954.59937711328,138800.8811899416
143,817,1032,1032,0,1032,108000,133376.3067904425,127564.33105251628
0,576,576,864,0,864,105000,88583.38022965306,89020.82228621448
310,460,770,885,297,1182,120000,134772.28054666083,122050.09613155814
0,798,798,840,0,840,64000,99890.85264668259,101021.97208524862
0,1095,1095,1095,679,1774,87000,198106.62524110725,187058.66614737388
0,815,815,815,875,1690,144000,173755.67506610413,173063.97773458782
0,596,596,998,764,1762,157000,166894.33392834588,155437.95634908852
0,960,960,960,0,960,125000,120060.35942947179,116312.77644681
0,1020,1020,1020,0,1020,64500,128878.72583483913,123462.5518389484
0,896,896,896,448,1344,115000,149057.3622352769,137823.93567558716
347,381,728,728,434,1162,75000,131236.9998039032,125343.93774831571
489,279,768,1015,0,1015,88000,124622.80188618667,112604.87802026603
0,0,0,672,240,912,80500,57780.99229415608,93005.36610709269
397,706,1103,1103,0,1103,110500,150311.6235479744,141669.14557130486
0,596,596,834,596,1430,107000,138279.4557921356,130248.7469483816
0,396,396,665,665,1330,116500,117486.41653519368,124642.53220065191
0,780,780,780,596,1376,119500,144695.31186894726,138649.6170226649
0,803,803,803,557,1360,125500,144732.5446936319,137289.1760040832
343,641,984,984,0,984,90000,131565.8320093316,125510.81533880718
0,0,0,1640,0,1640,131000,121103.05216245851,123994.4369413733
0,0,0,1032,0,1032,125000,68408.52437400159,89837.71122676802
0,830,830,879,0,879,80000,105200.66181482896,104070.92539486995
510,190,1073,1073,0,1073,157000,145462.61946713246,140564.5229356055
663,396,1059,1068,0,1068,154500,150811.9573346363,143927.86617188656
209,463,672,672,728,1400,149500,144998.80578611483,145450.5282071888
194,0,1176,1458,0,1458,165000,172681.81247785117,162720.91341833663
168,284,1134,1803,0,1803,155000,201912.6679546787,185792.61459472563
306,372,1763,1779,0,1779,170000,237658.83067281006,251244.29317822235
603,701,1304,1304,983,2287,225000,268908.9751915367,267932.97714605846
762,102,864,894,0,894,142500,126275.03219215041,122955.78783794204
397,33,430,880,680,1700,148400,143349.93406250962,134138.0593149395
230,569,799,799,351,1150,128000,131835.77538672285,123680.7198134307
603,293,896,1112,896,2008,225000,220206.7319842346,208365.05877784337
0,672,672,1337,672,2009,235000,192971.73090962874,168163.15694890753
0,0,0,1124,0,1124,93000,76382.03844725495,93489.58867516075
1258,40,1298,1298,0,1298,180000,198998.03885886076,206763.5441587388
549,319,868,1313,1246,2559,209000,264685.1264921427,261608.68774944343
0,1498,1498,1498,0,1498,204900,199131.71153093223,199900.48859116872
1576,260,1836,1846,0,1846,233555,286332.7072249133,330768.3172526209
1300,434,1734,1734,0,1734,260000,264055.08146112075,286859.8121697379
1122,448,1570,1590,0,1590,294900,237544.66725853516,246969.95047334261
812,812,1624,1582,0,1582,190000,232897.1906756989,234338.77355737038
938,0,938,988,0,988,180000,142978.1223506911,137679.96686855468
853,535,1388,1388,0,1388,158900,202805.35220693005,200127.02778771007
716,274,990,990,0,990,156000,141123.5899460984,136271.0777262021
1200,279,1479,1494,0,1494,217000,225551.06944505093,235923.33511045875
500,342,842,856,893,1749,196000,192110.21023162195,188641.7859995553
0,936,936,936,840,1776,192500,188539.1259389441,183289.86777832254
523,448,971,971,0,971,128500,133841.9576259383,128473.96004139204
437,427,864,864,0,864,119900,116115.52440461735,114672.5032364811
685,245,930,950,1045,1995,237000,222896.57456783848,224723.0348573873
975,133,1108,1108,989,2097,274300,249269.3024333659,252631.96744723848
717,131,848,848,0,848,133000,120276.71596267959,119410.67244661119
24,1528,1552,1552,0,1552,212900,207626.4775185766,210047.86943252466
0,728,728,728,728,1456,163990,148367.9739907881,147119.36499015664
836,0,836,1220,0,1220,102000,154561.71834576715,134306.83563625242
847,329,1176,1176,0,1176,119900,171507.56518559536,166738.55112618324
0,796,796,806,918,1724,196500,175515.90590014274,176734.32920812385
475,142,914,914,0,914,117250,121905.00658880401,119694.54376773699
0,970,970,970,739,1709,130000,184878.3223540885,176004.6367096571
0,976,976,976,732,1708,130000,185160.10805236173,176021.14888377071
0,658,658,658,526,1184,81000,120764.12408873206,121334.07998328289
0,616,616,1055,218,1273,121000,126236.55525579664,109110.52849069046
930,128,1058,1058,493,1551,137000,198356.07550692314,187311.94216556565
780,0,780,816,524,1340,128000,159786.10728571404,147722.27978086576
305,450,755,755,755,1510,149000,161744.9730773347,158017.8773061717
0,817,817,940,610,1550,195000,161993.64801153226,148986.51690239616
602,299,901,1125,592,1717,194000,195552.3298517077,175259.7663380773
0,697,697,1104,697,1801,210000,176428.58246710914,158682.9628036818
296,230,1073,1811,0,1811,230000,203015.19259783876,182009.0420435169
760,408,1168,1278,1037,2315,257000,266734.98714410246,265747.33879595867
374,487,861,861,424,1285,145400,150555.17878799458,138871.70600789913
0,967,967,967,671,1638,139000,178608.3377375462,168175.51537102624
0,660,660,1060,336,1396,115000,139438.42512368865,120249.60439524545
0,216,216,576,360,936,78000,72773.08599106179,95447.76592561345
1573,0,1573,1778,0,1778,375000,264509.4713769159,295814.4390732933
0,0,0,1295,0,1295,230000,91202.37438775846,101905.38258760743
1053,256,1309,1339,0,1339,180000,198446.53056690795,198953.32770039083
1350,378,1728,1960,0,1960,320000,284443.3593970414,307891.9509239581
1460,408,1868,2028,0,2028,369900,301337.988915495,336634.27464924665
1201,36,1237,1337,0,1337,153500,197373.75177398947,198431.32687122983
0,1140,1140,1140,0,1140,84500,146515.45864557382,139573.70374081712
548,36,757,925,550,1475,127000,163255.42526922468,146180.01696454518
837,105,942,1291,1230,2521,151400,272568.2127901284,272552.3704136936
149,1503,1652,1652,0,1652,146500,225231.2351880103,228363.51558688332
522,108,630,630,0,630,73000,83700.98204615005,96674.71723991855
119,641,1104,1360,0,1360,140000,163349.8916413206,151011.87186528638
0,546,546,546,546,1092,79500,106017.60472898968,115673.78295655249
252,294,546,546,546,1092,71000,111879.08506853384,118923.04608649132
936,396,1728,1728,0,1728,150900,251449.28809936525,262918.1937840583
819,184,1003,1003,0,1003,142500,145429.9997901702,141175.26897671242
1071,195,1389,1389,0,1389,170000,207011.2105621965,210993.7226597773
758,238,996,996,1004,2000,188000,229046.78940978026,229748.53473085212
