player,salary,position,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
Collin Sexton,4991880.0,PG,21,CLE,65,65,33.0,7.9,16.7,0.472,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8
Pat Connaughton,4938272.0,SG,27,MIL,67,4,18.6,2.0,4.5,0.455,0.8,2.5,0.331,1.2,2.0,0.607,0.547,0.5,0.6,0.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4
Kevon Looney,4821429.0,C,23,GSW,20,4,13.1,1.5,4.0,0.367,0.1,0.7,0.071,1.4,3.3,0.431,0.373,0.5,0.6,0.75,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4
Josh Jackson,4767000.0,SF,22,MEM,22,0,17.3,3.2,7.2,0.44,1.0,3.3,0.319,2.1,4.0,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0
Garrett Temple,4767000.0,SG,33,BRK,62,35,27.9,3.6,9.5,0.3779999999999999,2.0,6.2,0.3289999999999999,1.5,3.2,0.473,0.486,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.3
Kris Dunn,4767000.0,PG,25,CHI,51,32,24.9,3.0,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3
Elfrid Payton,5760000.0,PG,25,NYK,45,36,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4.0,8.2,0.482,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0
Elfrid Payton,5760000.0,PG,25,NYK,45,36,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4.0,8.2,0.482,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0
Rui Hachimura,4692840.0,PF,21,WAS,48,48,30.1,5.3,11.4,0.466,0.5,1.8,0.287,4.8,9.5,0.5,0.489,2.4,2.9,0.8290000000000001,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5
Denzel Valentine,4642800.0,SF,26,CHI,36,5,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8
Kevin Knox,4588680.0,SF,20,NYK,65,4,17.9,2.2,6.2,0.359,1.0,3.1,0.327,1.2,3.1,0.391,0.44,1.0,1.6,0.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4
D.J. Wilson,4548280.0,PF,23,MIL,37,1,9.8,1.4,3.6,0.3939999999999999,0.5,2.0,0.247,0.9,1.6,0.5760000000000001,0.462,0.3,0.5,0.611,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9,3.6
Cam Reddish,4458000.0,SF,20,ATL,58,34,26.7,3.7,9.6,0.384,1.4,4.3,0.332,2.2,5.2,0.428,0.4589999999999999,1.7,2.2,0.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,2.3,10.5
Mikal Bridges,4359000.0,SF,23,PHO,73,32,28.0,3.4,6.6,0.51,1.0,2.7,0.361,2.4,4.0,0.61,0.583,1.4,1.7,0.8440000000000001,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1
T.J. Leaf,4326825.0,PF,22,IND,28,1,7.9,1.3,3.1,0.419,0.2,0.6,0.278,1.1,2.4,0.456,0.4479999999999999,0.3,0.6,0.4379999999999999,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3.0
Cameron Johnson,4235160.0,PF,23,PHO,57,9,22.0,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.565,0.8,1.0,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8
JaVale McGee,4200000.0,C,32,LAL,68,68,16.6,2.9,4.5,0.637,0.0,0.1,0.5,2.8,4.4,0.64,0.642,0.8,1.2,0.6459999999999999,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6
Reggie Bullock,4200000.0,SG,28,NYK,29,19,23.6,3.1,7.7,0.402,1.3,3.8,0.3329999999999999,1.8,3.9,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1
Shai Gilgeous-Alexander,4141320.0,SG,21,OKC,70,70,34.7,6.8,14.5,0.471,1.2,3.6,0.347,5.6,10.9,0.512,0.514,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0
John Collins,4137302.0,PF,22,ATL,41,41,33.2,8.6,14.8,0.583,1.4,3.6,0.401,7.2,11.2,0.642,0.632,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6
Nicolò Melli,4097561.0,C,29,NOP,60,8,17.4,2.3,5.4,0.421,1.2,3.4,0.335,1.1,2.0,0.573,0.528,0.9,1.2,0.74,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6
P.J. Washington,4023600.0,PF,21,CHO,58,57,30.3,4.6,10.2,0.455,1.5,4.0,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2
Willie Cauley-Stein,4000000.0,C,26,TOT,54,39,20.3,3.2,5.6,0.579,0.0,0.0,0.0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2
Dorian Finney-Smith,4000000.0,PF,26,DAL,71,68,29.9,3.4,7.4,0.466,1.6,4.3,0.376,1.8,3.1,0.589,0.575,1.1,1.5,0.722,2.0,3.7,5.7,1.6,0.6,0.5,1.0,2.5,9.5
Patrick McCaw,4000000.0,SF,24,TOR,37,12,24.5,1.8,4.4,0.414,0.6,1.9,0.324,1.2,2.5,0.484,0.485,0.4,0.5,0.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6
Terrance Ferguson,3944013.0,SF,21,OKC,56,38,22.4,1.4,3.9,0.355,0.9,3.0,0.292,0.5,0.9,0.5579999999999999,0.466,0.3,0.4,0.75,0.4,0.9,1.3,0.9,0.5,0.3,0.6,2.8,3.9
Miles Bridges,3934320.0,SF,21,CHO,65,64,30.7,4.9,11.6,0.424,1.5,4.6,0.33,3.4,7.0,0.486,0.489,1.6,2.0,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0
Jarrett Allen,3909902.0,C,21,BRK,70,64,26.5,4.3,6.6,0.649,0.0,0.1,0.0,4.3,6.6,0.6579999999999999,0.649,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1
OG Anunoby,3872215.0,SF,22,TOR,69,68,29.9,4.1,8.2,0.505,1.3,3.3,0.39,2.9,4.9,0.583,0.584,1.0,1.5,0.706,1.2,4.1,5.3,1.6,1.4,0.7,1.1,2.4,10.6
Tyler Herro,3822240.0,SG,20,MIA,55,8,27.4,4.9,11.5,0.428,2.1,5.4,0.389,2.8,6.1,0.462,0.52,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,13.5
Stanley Johnson,3801000.0,PF,23,TOR,25,0,6.0,0.9,2.4,0.373,0.3,1.0,0.292,0.6,1.4,0.429,0.432,0.4,0.6,0.563,0.3,1.2,1.5,0.8,0.2,0.2,0.6,0.6,2.4
Jake Layman,3761085.0,SF,25,MIN,23,2,22.0,3.5,7.8,0.4529999999999999,1.0,3.1,0.3329999999999999,2.5,4.7,0.5329999999999999,0.52,1.0,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1
Danuel House,3717000.0,SF,26,HOU,63,52,30.4,3.7,8.6,0.427,2.0,5.6,0.363,1.6,2.9,0.5489999999999999,0.546,1.2,1.4,0.8109999999999999,0.9,3.3,4.2,1.3,1.1,0.5,0.9,2.1,10.5
Romeo Langford,3631200.0,SG,20,BOS,32,2,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.381,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5
Bobby Portis,3623000.0,PF,24,NYK,66,5,21.1,4.0,8.9,0.45,1.0,2.8,0.358,3.0,6.1,0.493,0.507,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1
Maurice Harkless,3623000.0,PF-SF,26,TOT,62,48,23.0,2.3,4.6,0.502,0.5,1.6,0.347,1.7,3.0,0.584,0.562,0.6,1.1,0.591,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4,5.8
Wesley Matthews,3623000.0,SG,33,MIL,67,67,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.9,1.9,0.472,0.524,0.8,1.0,0.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4
Kyle Kuzma,3562178.0,PF,24,LAL,61,9,25.0,4.8,11.0,0.436,1.4,4.5,0.316,3.4,6.5,0.518,0.5,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8
Michael Porter Jr.,3550800.0,SF,21,DEN,55,8,16.4,3.5,7.0,0.509,1.1,2.7,0.422,2.4,4.3,0.564,0.59,1.1,1.3,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3
Jevon Carter,3549383.0,PG,24,PHO,58,2,16.3,1.7,4.2,0.416,1.1,2.5,0.425,0.7,1.7,0.402,0.5429999999999999,0.4,0.5,0.852,0.5,1.5,2.0,1.4,0.8,0.3,0.6,1.5,4.9
Tony Bradley,3542060.0,C,22,UTA,58,3,11.4,2.2,3.3,0.667,0.1,0.1,1.0,2.1,3.2,0.6609999999999999,0.675,0.5,0.8,0.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9
Derrick White,3516284.0,SG,25,SAS,68,20,24.7,3.7,8.1,0.4579999999999999,1.2,3.2,0.366,2.6,4.9,0.518,0.53,2.6,3.1,0.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2,11.3
Boban Marjanović,3500000.0,C,31,DAL,44,5,9.6,2.8,4.8,0.573,0.1,0.4,0.235,2.7,4.4,0.603,0.583,1.0,1.3,0.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6
T.J. McConnell,3500000.0,PG,27,IND,71,3,18.7,3.0,5.8,0.516,0.1,0.2,0.294,2.9,5.5,0.525,0.522,0.5,0.6,0.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5
Josh Hart,3491159.0,SF,24,NOP,65,16,27.0,3.5,8.2,0.423,1.9,5.4,0.342,1.6,2.7,0.584,0.537,1.3,1.8,0.7390000000000001,0.9,5.6,6.5,1.7,1.0,0.4,1.2,2.5,10.1
Sekou Doumbouya,3449400.0,PF,19,DET,38,19,19.8,2.4,6.2,0.39,0.7,2.6,0.286,1.7,3.6,0.4639999999999999,0.449,0.8,1.2,0.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4
Troy Brown Jr.,3372840.0,SF,20,WAS,69,22,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2.0,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4
James Ennis,3300000.0,SF-SG,29,TOT,69,18,18.3,2.3,5.2,0.446,0.8,2.4,0.325,1.5,2.8,0.5529999999999999,0.522,1.1,1.4,0.8059999999999999,1.0,2.5,3.6,0.9,0.5,0.3,0.8,2.0,6.6
Zhaire Smith,3204600.0,SF,20,PHI,7,0,4.6,0.4,1.6,0.273,0.0,0.4,0.0,0.4,1.1,0.375,0.273,0.3,0.6,0.5,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1
Trey Burke,3174603.0,PG,27,TOT,33,1,15.8,2.8,6.3,0.45,1.0,2.3,0.427,1.9,4.1,0.4629999999999999,0.526,0.7,0.9,0.7929999999999999,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4
Austin Rivers,3174603.0,SG,27,HOU,68,4,23.4,3.1,7.4,0.421,1.4,4.0,0.356,1.7,3.4,0.498,0.517,1.1,1.6,0.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,1.9,8.8
Nickeil Alexander-Walker,3113160.0,SG,21,NOP,47,1,12.6,2.1,5.7,0.368,1.0,2.8,0.346,1.1,2.8,0.391,0.455,0.5,0.8,0.6759999999999999,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7
Patrick Patterson,3814768.0,PF,30,LAC,59,18,13.2,1.6,3.9,0.408,1.1,2.9,0.39,0.5,1.0,0.4589999999999999,0.552,0.6,0.7,0.8140000000000001,0.6,2.0,2.6,0.7,0.1,0.1,0.4,0.9,4.9
Patrick Patterson,3814768.0,PF,30,LAC,59,18,13.2,1.6,3.9,0.408,1.1,2.9,0.39,0.5,1.0,0.4589999999999999,0.552,0.6,0.7,0.8140000000000001,0.6,2.0,2.6,0.7,0.1,0.1,0.4,0.9,4.9
Donte DiVincenzo,3044160.0,SG,23,MIL,66,24,23.0,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4.0,0.5670000000000001,0.536,1.0,1.3,0.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2
Michael Carter-Williams,3000000.0,SG,28,ORL,45,0,18.5,2.5,5.8,0.427,0.5,1.7,0.293,2.0,4.1,0.481,0.469,1.8,2.1,0.8320000000000001,1.0,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2
Khem Birch,3000000.0,C,27,ORL,48,24,19.2,1.5,3.0,0.51,0.0,0.0,0.0,1.5,3.0,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4
Ryan Arcidiacono,3000000.0,PG,25,CHI,58,4,16.0,1.6,3.8,0.409,0.9,2.4,0.391,0.6,1.4,0.439,0.532,0.5,0.7,0.711,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,4.5
Goga Bitadze,2957520.0,C,20,IND,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2.0,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2
Lonnie Walker,2892000.0,SG,21,SAS,61,12,16.2,2.5,5.9,0.426,0.7,1.7,0.406,1.8,4.2,0.434,0.483,0.7,1.0,0.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4
Dewayne Dedmon,2866667.0,C,30,TOT,44,18,17.6,2.3,5.8,0.4,0.5,2.4,0.206,1.8,3.4,0.541,0.4429999999999999,0.7,0.8,0.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8
Luka Šamanić,2824320.0,PF,20,SAS,3,1,16.0,1.7,5.3,0.313,1.0,2.7,0.375,0.7,2.7,0.25,0.406,1.0,1.3,0.75,0.3,3.0,3.3,2.0,0.0,0.7,0.7,2.0,5.3
Kevin Huerter,2761920.0,SG,21,ATL,56,48,31.4,4.5,10.9,0.413,2.3,6.0,0.38,2.2,4.9,0.4529999999999999,0.517,0.9,1.1,0.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5,12.2
Marko Guduric,2750000.0,SG,24,MEM,44,0,11.0,1.4,3.6,0.395,0.6,1.9,0.301,0.8,1.7,0.5,0.475,0.5,0.6,0.923,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8,3.9
Alex Caruso,2750000.0,PG,25,LAL,64,2,18.4,1.9,4.5,0.412,0.6,1.9,0.3329999999999999,1.3,2.7,0.4679999999999999,0.481,1.1,1.5,0.7340000000000001,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5
Matisse Thybulle,2711280.0,SG,22,PHI,65,14,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7
Josh Okogie,2651040.0,SG,21,MIN,62,28,25.0,2.7,6.4,0.427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.7959999999999999,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6
Vincent Poirier,2619207.0,C,26,BOS,22,0,5.9,0.8,1.6,0.472,0.0,0.1,0.5,0.7,1.5,0.471,0.486,0.3,0.3,0.857,0.6,1.4,2.0,0.4,0.1,0.4,0.4,1.1,1.9
Brandon Clarke,2602920.0,PF,23,MEM,58,4,22.4,5.1,8.3,0.618,0.4,1.1,0.359,4.7,7.2,0.6579999999999999,0.642,1.5,1.9,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1
Marc Gasol,2564753.0,C,35,TOR,44,43,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3.0,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5
Dwight Howard,2564753.0,C,34,LAL,69,2,18.9,2.9,4.0,0.7290000000000001,0.0,0.1,0.6,2.9,3.9,0.732,0.735,1.6,3.1,0.514,2.5,4.9,7.3,0.7,0.4,1.1,1.2,3.2,7.5
Udonis Haslem,2564753.0,C,39,MIA,4,1,11.0,1.0,2.8,0.364,0.3,0.8,0.3329999999999999,0.8,2.0,0.375,0.409,0.8,1.0,0.75,0.3,3.8,4.0,0.3,0.0,0.0,0.3,1.5,3.0
Jared Dudley,2564753.0,PF,34,LAL,45,1,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.3329999999999999,0.55,0.0,0.0,1.0,0.1,1.0,1.2,0.6,0.3,0.1,0.2,0.9,1.5
Wayne Ellington,3005225.0,SG,32,NYK,36,1,15.5,1.7,4.8,0.351,1.4,4.0,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1
Wayne Ellington,3005225.0,SG,32,NYK,36,1,15.5,1.7,4.8,0.351,1.4,4.0,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1
J.J. Barea,2564753.0,PG,35,DAL,29,6,15.5,2.9,7.1,0.411,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7
Jeff Green,2564753.0,PF-C,33,TOT,48,4,20.0,3.3,7.2,0.462,1.3,3.8,0.3389999999999999,2.0,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,9.4
Jeff Teague,2564753.0,PG,31,TOT,59,17,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9
Grayson Allen,2545320.0,SG,24,MEM,38,0,18.9,3.1,6.6,0.466,1.5,3.7,0.4039999999999999,1.6,2.9,0.545,0.58,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7
Grant Williams,2498760.0,PF,21,BOS,69,5,15.1,1.3,3.1,0.412,0.3,1.4,0.25,0.9,1.7,0.5479999999999999,0.469,0.6,0.8,0.722,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,3.4
Chandler Hutchison,2443440.0,SF,23,CHI,28,10,18.8,2.9,6.3,0.457,0.4,1.4,0.316,2.4,4.9,0.496,0.491,1.6,2.8,0.59,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8
Darius Bazley,2399160.0,PF,19,OKC,61,9,18.5,2.0,5.2,0.3939999999999999,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1.0,0.6940000000000001,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6
Aaron Holiday,2345640.0,PG,23,IND,66,33,24.5,3.5,8.5,0.414,1.3,3.3,0.3939999999999999,2.2,5.2,0.427,0.491,1.1,1.3,0.851,0.3,2.0,2.4,3.4,0.8,0.2,1.3,1.8,9.5
Bryn Forbes,2337145.0,SG,26,SAS,63,62,25.1,3.8,9.2,0.417,2.3,6.0,0.3879999999999999,1.5,3.2,0.47,0.544,1.2,1.4,0.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8,11.2
E'Twaun Moore,2331593.0,SG,30,NOP,56,6,18.2,3.3,7.8,0.426,1.1,3.0,0.377,2.2,4.8,0.456,0.498,0.6,0.8,0.6890000000000001,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3
Markieff Morris,2331593.0,PF,30,TOT,58,17,20.5,3.5,7.9,0.4429999999999999,1.5,3.9,0.386,2.0,4.0,0.5,0.539,1.1,1.5,0.7759999999999999,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7
Reggie Jackson,2331593.0,SG-PG,29,TOT,31,16,24.0,4.3,10.5,0.411,1.8,4.7,0.3929999999999999,2.5,5.8,0.425,0.498,1.5,1.7,0.833,0.5,2.4,3.0,4.1,0.4,0.2,1.6,1.9,11.9
Bismack Biyombo,2331593.0,C,27,CHO,53,29,19.4,2.8,5.2,0.5429999999999999,0.0,0.0,0.0,2.8,5.2,0.5429999999999999,0.5429999999999999,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4
Hassan Whiteside,2320044.0,C,30,POR,67,61,30.0,6.5,10.5,0.621,0.1,0.1,0.5710000000000001,6.4,10.4,0.622,0.624,2.4,3.6,0.6859999999999999,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5
Kent Bazemore,2320044.0,SF,30,TOT,68,21,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.4529999999999999,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8
Alex Len,2320000.0,C,26,TOT,55,12,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,0.58,1.2,1.9,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0
Luke Kornet,2304878.0,C,24,CHI,36,14,15.5,2.3,5.2,0.439,0.9,3.0,0.287,1.4,2.2,0.6459999999999999,0.521,0.6,0.8,0.7140000000000001,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0
Ty Jerome,2303040.0,SG,22,PHO,31,0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2.0,0.381,0.3979999999999999,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3
Mike Muscala,2283034.0,C,28,OKC,47,2,12.2,1.6,4.0,0.407,1.1,3.0,0.3779999999999999,0.5,1.0,0.5,0.55,0.4,0.5,0.818,0.3,2.0,2.3,0.9,0.2,0.3,0.4,1.2,4.8
Ben McLemore,2283034.0,SF,26,HOU,71,23,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.6559999999999999,0.61,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1
Anfernee Simons,2252040.0,SG,20,POR,70,4,20.7,3.1,7.7,0.3989999999999999,1.1,3.2,0.332,2.0,4.4,0.4479999999999999,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3
Brad Wanamaker,2250000.0,PG,30,BOS,71,1,19.3,2.3,5.1,0.4479999999999999,0.5,1.4,0.363,1.8,3.7,0.481,0.499,1.8,1.9,0.926,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9
Nassir Little,2210640.0,PF,19,POR,48,5,11.9,1.4,3.1,0.43,0.3,1.2,0.237,1.1,1.9,0.5539999999999999,0.477,0.6,0.9,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6
Matthew Dellavedova,2174318.0,PG,29,CLE,57,4,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1
Solomon Hill,2174318.0,PF,28,TOT,59,4,18.4,1.9,4.7,0.396,1.1,2.9,0.368,0.8,1.8,0.439,0.509,0.7,0.9,0.741,0.5,2.3,2.8,1.8,0.7,0.2,0.9,1.4,5.5
Moritz Wagner,2161920.0,C,22,WAS,45,5,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.5920000000000001,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7
Edmond Sumner,2160000.0,SG,24,IND,31,3,14.4,2.0,4.6,0.43,0.5,1.7,0.264,1.5,2.9,0.528,0.479,0.5,0.9,0.552,0.4,1.1,1.5,1.8,0.5,0.3,0.7,1.4,4.9
